,SherpaFake,SherpaTruth,PoPyFake,PoPyTruth,Zjets,VV
elec_0_EL_EFF_ID_TOTAL_1NPCOR_PLUS_UNCOR_1up_EleEffSF_offline_TightLLH_d0z0_v13,6.813281536102295,7480.09521484375,8.399932861328125,8054.287109375,102.9117431640625,130.04162681102753
elec_0_EL_EFF_Iso_TOTAL_1NPCOR_PLUS_UNCOR_1up_EleEffSF_Isolation_TightLLH_d0z0_v13_FCLoose,6.731623649597168,7414.47998046875,8.324745178222656,7982.49365234375,102.01386260986328,128.96297657489777
elec_0_EL_EFF_Iso_TOTAL_1NPCOR_PLUS_UNCOR_1up_EleEffSF_Isolation_TightLLH_d0z0_v13_FCTight,6.737210750579834,7419.85400390625,8.332464218139648,7988.384765625,102.09202575683594,129.0530445575714
elec_0_EL_EFF_Reco_TOTAL_1NPCOR_PLUS_UNCOR_1up_EleEffSF_offline_RecoTrk,6.742278575897217,7422.982421875,8.335151672363281,7991.68603515625,102.12223052978516,129.1018899679184
elec_0_EL_EFF_Trigger_TOTAL_1NPCOR_PLUS_UNCOR_1up_EleEffSF_SINGLE_E_2015_e24_lhmedium_L1EM20VH_OR_e60_lhmedium_OR_e120_lhloose_2016_2018_e26_lhtight_nod0_ivarloose_OR_e60_lhmedium_nod0_OR_e140_lhloose_nod0_TightLLH_d0z0_v13_isolFCTight,6.738809585571289,7428.0986328125,8.340235710144043,7997.74951171875,102.23747253417969,129.1754653453827
jet_FT_EFF_Eigen_B_0_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_B_0_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.716826438903809,7408.791015625,8.322298049926758,7976.6962890625,101.96842956542969,128.84810626506805
jet_FT_EFF_Eigen_B_1_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_B_1_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.729653358459473,7412.94189453125,8.322298049926758,7980.68798828125,101.98933410644531,128.94022488594055
jet_FT_EFF_Eigen_B_2_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_B_2_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.720067024230957,7408.4921875,8.322298049926758,7977.0068359375,101.97550201416016,128.85260426998138
jet_FT_EFF_Eigen_C_0_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_C_0_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.73926305770874,7438.4462890625,8.322298049926758,8002.60986328125,102.22317504882812,130.12954461574554
jet_FT_EFF_Eigen_C_1_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_C_1_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.737154006958008,7421.60107421875,8.322298049926758,7988.21533203125,102.04683685302734,129.32475745677948
jet_FT_EFF_Eigen_C_2_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_C_2_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.7242021560668945,7411.60498046875,8.322298049926758,7979.33642578125,101.9504623413086,128.87332558631897
jet_FT_EFF_Eigen_C_3_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_C_3_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.730663299560547,7412.6865234375,8.322298049926758,7980.16943359375,101.98637390136719,128.93865478038788
jet_FT_EFF_Eigen_Light_0_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_Light_0_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.7886552810668945,7480.4697265625,8.406417846679688,8045.640625,102.52452850341797,130.4064780473709
jet_FT_EFF_Eigen_Light_1_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_Light_1_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.733686447143555,7413.58154296875,8.318216323852539,7981.86669921875,101.97462463378906,128.94271969795227
jet_FT_EFF_Eigen_Light_2_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_Light_2_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.731746673583984,7411.578125,8.326993942260742,7979.3447265625,101.96251678466797,128.9077386856079
jet_FT_EFF_Eigen_Light_3_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_Eigen_Light_3_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.729950904846191,7412.6865234375,8.322534561157227,7980.4228515625,101.9921875,128.9320843219757
jet_FT_EFF_extrapolation_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_extrapolation_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.729538440704346,7411.63427734375,8.322298049926758,7980.263671875,101.98782348632812,128.88137304782867
jet_FT_EFF_extrapolation_from_charm_1up_global_effSF_MV2c10_FixedCutBEff_85,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
jet_FT_EFF_extrapolation_from_charm_1up_global_ineffSF_MV2c10_FixedCutBEff_85,6.744941711425781,7412.58544921875,8.322298049926758,7980.47314453125,101.98848724365234,128.86685836315155
jet_JET_JvtEfficiency_1up_central_jets_global_effSF_JVT,6.742093086242676,7440.20263671875,8.379999160766602,8004.2978515625,102.28179931640625,129.59621798992157
jet_JET_JvtEfficiency_1up_central_jets_global_ineffSF_JVT,6.637734889984131,7393.93701171875,8.322298049926758,7963.4814453125,101.60902404785156,128.39759182929993
jet_JET_fJvtEfficiency_1up_forward_jets_global_effSF_JVT,6.732028484344482,7433.38037109375,8.348104476928711,7999.2744140625,102.28970336914062,129.49848771095276
jet_JET_fJvtEfficiency_1up_forward_jets_global_ineffSF_JVT,6.702887535095215,7395.76025390625,8.322298049926758,7970.2783203125,101.84140014648438,128.57190573215485
tau_0_TAUS_TRUEELECTRON_EFF_ELEBDT_STAT_1up_TauEffSF_LooseEleBDT_electron,6.730149745941162,7412.58837890625,8.322298049926758,7980.47314453125,103.6552505493164,128.93972980976105
tau_0_TAUS_TRUEELECTRON_EFF_ELEBDT_STAT_1up_TauEffSF_MediumEleBDT_electron,0.0,0.0,0.0,0.0,0.0,0.0
tau_0_TAUS_TRUEELECTRON_EFF_ELEBDT_SYST_1up_TauEffSF_LooseEleBDT_electron,6.729669094085693,7412.58837890625,8.322298049926758,7980.47314453125,102.27596282958984,128.92962300777435
tau_0_TAUS_TRUEELECTRON_EFF_ELEBDT_SYST_1up_TauEffSF_MediumEleBDT_electron,0.0,0.0,0.0,0.0,0.0,0.0
tau_0_TAUS_TRUEHADTAU_EFF_RECO_TOTAL_1up_TauEffSF_reco,6.729600429534912,7500.65576171875,8.322298049926758,8075.291015625,101.98848724365234,130.43904626369476
tau_0_TAUS_TRUEHADTAU_EFF_RECO_TOTAL_1up_TauEffSF_selection,0.0,0.0,0.0,0.0,0.0,0.0
EG_RESOLUTION_ALL_1up,6.727792739868164,7415.0966796875,8.322298049926758,7961.271484375,101.89601135253906,128.84562528133392
EG_SCALE_AF2_1up,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
EG_SCALE_ALL_1up,6.727534294128418,7421.04296875,8.322298049926758,7980.18701171875,101.28248596191406,128.84969174861908
MET_SoftTrk_ResoPara,6.605464458465576,7546.68115234375,8.322298049926758,8087.10009765625,104.89945983886719,130.48351562023163
MET_SoftTrk_ResoPerp,7.671686172485352,7528.275390625,8.322298049926758,8040.25390625,106.05198669433594,130.62155330181122
MET_SoftTrk_Scale_1up,8.047292709350586,7538.85888671875,8.322298049926758,8087.36279296875,102.24036407470703,130.21811878681183
JET_EtaIntercalibration_NonClosure_2018data_1up,6.738519191741943,7413.1708984375,8.322256088256836,7994.89599609375,101.85160064697266,128.97152256965637
JET_EtaIntercalibration_NonClosure_highE_1up,6.729600429534912,7412.57763671875,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
JET_EtaIntercalibration_NonClosure_negEta_1up,6.729589939117432,7414.63134765625,8.322298049926758,7983.4345703125,101.9871826171875,128.99266588687897
JET_EtaIntercalibration_NonClosure_posEta_1up,6.729600429534912,7412.00732421875,8.322298049926758,7985.05419921875,101.98848724365234,128.93929040431976
JET_Flavor_Response_1up,6.880861282348633,7367.35693359375,8.322307586669922,7951.294921875,99.1613540649414,127.32243371009827
JET_GroupedNP_1_1up,8.196114540100098,7432.1943359375,8.541986465454102,7993.77392578125,104.4815444946289,130.08270609378815
JET_GroupedNP_2_1up,7.845523834228516,7429.8681640625,8.54194450378418,8013.0009765625,106.29107666015625,129.94554936885834
JET_GroupedNP_3_1up,6.779327392578125,7410.560546875,8.322315216064453,7979.83642578125,102.06572723388672,128.9312708377838
JET_JER_DataVsMC_MC16_1up,7.374095439910889,7367.26025390625,9.996946334838867,7953.0478515625,102.52661895751953,127.90587091445923
JET_JER_EffectiveNP_1_1up,6.801041126251221,7265.17236328125,6.6865315437316895,7832.97998046875,104.45125579833984,126.6369047164917
JET_JER_EffectiveNP_2_1up,7.681239604949951,7290.44677734375,6.686519622802734,7821.30322265625,103.62999725341797,126.33593010902405
JET_JER_EffectiveNP_3_1up,6.856174468994141,7334.1083984375,8.469770431518555,7913.6533203125,102.60902404785156,126.6189661026001
JET_JER_EffectiveNP_4_1up,7.1197404861450195,7382.78515625,6.686923027038574,7990.97119140625,102.2342529296875,128.0540486574173
JET_JER_EffectiveNP_5_1up,7.0182061195373535,7370.9501953125,8.381509780883789,7959.2255859375,103.07877349853516,127.563152551651
JET_JER_EffectiveNP_6_1up,6.997721195220947,7377.203125,8.322113037109375,7973.4306640625,102.38114929199219,128.28890109062195
JET_JER_EffectiveNP_7restTerm_1up,7.42374324798584,7352.720703125,8.381364822387695,7924.53955078125,103.45706176757812,127.12332940101624
JET_TILECORR_Uncertainty_1up,6.729600429534912,7412.58837890625,8.322298049926758,7980.47314453125,101.98848724365234,128.92739617824554
TAUS_TRUEHADTAU_SME_TES_DETECTOR_1up,6.729600429534912,7279.49072265625,9.998003959655762,7805.013671875,101.98848724365234,126.30743598937988
