1351890823, 349014, 0.187352, 92.735963, 0.000000, 1, 1,1,1,1,1,1,1,1,
1301661472, 349033, 0.233228, 79.515993, 0.000000, 1, 1,1,1,1,1,1,1,1,
1207687305, 349033, 1.061063, 0.000000, 106.039534, 0, 1,1,1,1,1,1,1,1,
761564885, 349111, 1.017931, 0.000000, 96.916504, 0, 1,1,1,1,1,1,1,1,
1144315397, 349111, 1.385992, 0.000000, 98.865499, 0, 1,1,1,1,1,1,1,1,
709312505, 349335, 0.548445, 88.361373, 0.000000, 1, 1,1,1,1,1,1,1,1,
1352857893, 349268, 0.672976, 77.468106, 0.000000, 1, 1,1,1,1,1,1,1,1,
2564225716, 349451, 1.175046, 0.000000, 88.904807, 0, 1,1,1,1,1,1,1,1,
3052625574, 349451, 0.263731, 86.530498, 0.000000, 1, 1,1,1,1,1,1,1,1,
3176439167, 349451, 1.141840, 0.000000, 105.331655, 0, 1,1,1,1,1,1,1,1,
488783413, 349498, 0.122210, 91.750619, 0.000000, 1, 1,1,1,1,1,1,1,1,
706106743, 349498, 0.561556, 97.234316, 0.000000, 1, 1,1,1,1,1,1,1,1,
1013335642, 349498, 0.348555, 107.518678, 0.000000, 1, 1,1,1,1,1,1,1,1,
1101555322, 349498, 1.051402, 0.000000, 96.396993, 0, 1,1,1,1,1,1,1,1,
1141738039, 349498, 1.271363, 0.000000, 86.180939, 0, 1,1,1,1,1,1,1,1,
1610013461, 349498, 0.692295, 109.904324, 0.000000, 1, 1,1,1,1,1,1,1,1,
1694708219, 349498, 0.554517, 95.039484, 0.000000, 1, 1,1,1,1,1,1,1,1,
1924167873, 349498, 0.125877, 91.522252, 0.000000, 1, 1,1,1,1,1,1,1,1,
1621754589, 349114, 0.269577, 94.794834, 0.000000, 1, 1,1,1,1,1,1,1,1,
416196439, 349114, 0.205494, 109.996041, 0.000000, 1, 1,1,1,1,1,1,1,1,
537117396, 349014, 0.189519, 90.034263, 0.000000, 1, 1,1,1,1,1,1,1,1,
928588316, 349451, 0.070643, 81.522858, 0.000000, 1, 1,1,1,1,1,1,1,1,
1101567139, 349451, 0.396032, 93.221000, 0.000000, 1, 1,1,1,1,1,1,1,1,
1270262507, 349451, 1.384558, 0.000000, 104.007173, 0, 1,1,1,1,1,1,1,1,
992046715, 349011, 0.090518, 85.149357, 0.000000, 1, 1,1,1,1,1,1,1,1,
1489857259, 349309, 0.471645, 91.435238, 0.000000, 1, 1,1,1,1,1,1,1,1,
642203001, 349309, 0.631561, 85.089138, 0.000000, 1, 1,1,1,1,1,1,1,1,
1123308600, 349309, 0.951549, 81.226814, 0.000000, 1, 1,1,1,1,1,1,1,1,
1141438345, 349309, 1.247876, 0.000000, 104.905843, 0, 1,1,1,1,1,1,1,1,
1653746376, 349169, 1.336335, 0.000000, 91.230316, 0, 1,1,1,1,1,1,1,1,
1008311049, 349526, 0.805874, 89.368548, 0.000000, 1, 1,1,1,1,1,1,1,1,
1302375832, 349526, 0.591649, 103.513221, 0.000000, 1, 1,1,1,1,1,1,1,1,
2658710325, 349693, 0.471895, 88.608903, 0.000000, 1, 1,1,1,1,1,1,1,1,
2816559200, 349637, 0.709239, 82.074459, 0.000000, 1, 1,1,1,1,1,1,1,1,
1846489922, 349637, 0.289976, 96.138003, 0.000000, 1, 1,1,1,1,1,1,1,1,
1144325261, 349944, 1.167729, 0.000000, 109.606667, 0, 1,1,1,1,1,1,1,1,
1197494024, 349944, 0.459805, 86.808984, 0.000000, 1, 1,1,1,1,1,1,1,1,
2133701999, 349944, 1.236053, 0.000000, 106.750718, 0, 1,1,1,1,1,1,1,1,
1861171360, 350013, 0.686258, 71.543678, 0.000000, 1, 1,1,1,1,1,1,1,1,
2042320079, 350013, 1.111980, 0.000000, 91.526302, 0, 1,1,1,1,1,1,1,1,
2220870814, 350013, 0.541312, 70.162628, 0.000000, 1, 1,1,1,1,1,1,1,1,
3177854072, 350013, 1.389838, 0.000000, 96.874674, 0, 1,1,1,1,1,1,1,1,
804797982, 350013, 0.295661, 96.677654, 0.000000, 1, 1,1,1,1,1,1,1,1,
2374352031, 349637, 0.996421, 89.408567, 0.000000, 1, 1,1,1,1,1,1,1,1,
873533221, 350121, 1.122996, 0.000000, 109.996633, 0, 1,1,1,1,1,1,1,1,
1130471457, 350121, 0.529143, 84.230398, 0.000000, 1, 1,1,1,1,1,1,1,1,
631959485, 349637, 0.202532, 72.766639, 0.000000, 1, 1,1,1,1,1,1,1,1,
698401176, 350067, 0.568423, 87.551556, 0.000000, 1, 1,1,1,1,1,1,1,1,
849583944, 350067, 1.296586, 0.000000, 100.538405, 0, 1,1,1,1,1,1,1,1,
366976052, 350067, 0.405955, 109.325658, 0.000000, 1, 1,1,1,1,1,1,1,1,
974050625, 349842, 0.919355, 102.664972, 0.000000, 1, 1,1,1,1,1,1,1,1,
1229013248, 350144, 0.421938, 106.199933, 0.000000, 1, 1,1,1,1,1,1,1,1,
1733218891, 350160, 0.678476, 107.854779, 0.000000, 1, 1,1,1,1,1,1,1,1,
3296619440, 350160, 0.754316, 77.683075, 0.000000, 1, 1,1,1,1,1,1,1,1,
2137826479, 349693, 0.071093, 78.700982, 0.000000, 1, 1,1,1,1,1,1,1,1,
2419260199, 349693, 0.505244, 107.424022, 0.000000, 1, 1,1,1,1,1,1,1,1,
2486358769, 349693, 0.875268, 104.707466, 0.000000, 1, 1,1,1,1,1,1,1,1,
1438384603, 350184, 1.080022, 0.000000, 98.929761, 0, 1,1,1,1,1,1,1,1,
2615154500, 350184, 0.870519, 98.886278, 0.000000, 1, 1,1,1,1,1,1,1,1,
3391258158, 350184, 0.924943, 90.221655, 0.000000, 1, 1,1,1,1,1,1,1,1,
907729020, 349592, 0.133010, 90.037178, 0.000000, 1, 1,1,1,1,1,1,1,1,
2489534904, 350121, 0.691085, 90.607502, 0.000000, 1, 1,1,1,1,1,1,1,1,
1950732516, 350144, 0.278917, 100.377572, 0.000000, 1, 1,1,1,1,1,1,1,1,
2466322441, 350144, 0.882994, 93.256471, 0.000000, 1, 1,1,1,1,1,1,1,1,
2958713288, 350144, 0.147755, 98.136674, 0.000000, 1, 1,1,1,1,1,1,1,1,
1244064400, 349646, 0.013487, 89.540099, 0.000000, 1, 1,1,1,1,1,1,1,1,
2759395259, 349944, 0.007875, 91.926083, 0.000000, 1, 1,1,1,1,1,1,1,1,
3384068956, 349944, 0.032351, 96.480394, 0.000000, 1, 1,1,1,1,1,1,1,1,
2754112519, 351223, 0.638846, 88.562018, 0.000000, 1, 1,1,1,1,1,1,1,1,
2795409325, 351223, 0.501793, 106.294620, 0.000000, 1, 1,1,1,1,1,1,1,1,
769283292, 350803, 0.271185, 86.548555, 0.000000, 1, 1,1,1,1,1,1,1,1,
2485369638, 350803, 0.785700, 98.403632, 0.000000, 1, 1,1,1,1,1,1,1,1,
1053816312, 350803, 0.463075, 106.988173, 0.000000, 1, 1,1,1,1,1,1,1,1,
1124105143, 350803, 0.856185, 82.759046, 0.000000, 1, 1,1,1,1,1,1,1,1,
2152125262, 350803, 1.001451, 0.000000, 94.640961, 0, 1,1,1,1,1,1,1,1,
711376836, 351160, 1.065016, 0.000000, 92.281250, 0, 1,1,1,1,1,1,1,1,
497485388, 351296, 0.109912, 90.890564, 0.000000, 1, 1,1,1,1,1,1,1,1,
361869947, 350749, 0.019763, 82.774450, 0.000000, 1, 1,1,1,1,1,1,1,1,
708410739, 350749, 0.108649, 77.466795, 0.000000, 1, 1,1,1,1,1,1,1,1,
2143865629, 352056, 0.860575, 100.058794, 0.000000, 1, 1,1,1,1,1,1,1,1,
2608921896, 350682, 0.080417, 86.923488, 0.000000, 1, 1,1,1,1,1,1,1,1,
1271328446, 350880, 1.354617, 0.000000, 100.197743, 0, 1,1,1,1,1,1,1,1,
423115170, 351628, 0.237038, 89.178633, 0.000000, 1, 1,1,1,1,1,1,1,1,
1447831695, 351550, 0.160773, 80.036995, 0.000000, 1, 1,1,1,1,1,1,1,1,
1592656709, 351550, 0.042791, 88.260838, 0.000000, 1, 1,1,1,1,1,1,1,1,
1846073968, 350751, 0.114057, 100.362053, 0.000000, 1, 1,1,1,1,1,1,1,1,
1922024394, 350751, 0.055663, 78.842532, 0.000000, 1, 1,1,1,1,1,1,1,1,
1128757863, 351325, 0.873666, 86.493224, 0.000000, 1, 1,1,1,1,1,1,1,1,
1227973669, 351671, 1.263702, 0.000000, 106.884174, 0, 1,1,1,1,1,1,1,1,
1488741815, 351671, 1.175468, 0.000000, 92.113876, 0, 1,1,1,1,1,1,1,1,
580915294, 352107, 0.602209, 95.183039, 0.000000, 1, 1,1,1,1,1,1,1,1,
1954694832, 350479, 0.196851, 76.822150, 0.000000, 1, 1,1,1,1,1,1,1,1,
1714821079, 351223, 0.246269, 98.448292, 0.000000, 1, 1,1,1,1,1,1,1,1,
558038935, 352056, 0.826854, 94.010892, 0.000000, 1, 1,1,1,1,1,1,1,1,
604938622, 352056, 1.280431, 0.000000, 71.279783, 0, 1,1,1,1,1,1,1,1,
1699916218, 352056, 0.161720, 104.656761, 0.000000, 1, 1,1,1,1,1,1,1,1,
1738237231, 352056, 0.638635, 83.797027, 0.000000, 1, 1,1,1,1,1,1,1,1,
881608715, 351894, 0.708176, 124.968817, 0.000000, 1, 1,1,1,1,1,1,0,1,
993141410, 351698, 0.183739, 92.366840, 0.000000, 1, 1,1,1,1,1,1,1,1,
514627474, 350361, 0.192658, 79.137957, 0.000000, 1, 1,1,1,1,1,1,1,1,
737788559, 350361, 0.437917, 80.010192, 0.000000, 1, 1,1,1,1,1,1,1,1,
1525243404, 350361, 0.602242, 88.034143, 0.000000, 1, 1,1,1,1,1,1,1,1,
1395998147, 351062, 0.653873, 97.760379, 0.000000, 1, 1,1,1,1,1,1,1,1,
2298470478, 351062, 0.408930, 96.757174, 0.000000, 1, 1,1,1,1,1,1,1,1,
692654811, 350682, 1.065192, 0.000000, 95.020498, 0, 1,1,1,1,1,1,1,1,
1056675187, 350682, 0.434330, 77.798638, 0.000000, 1, 1,1,1,1,1,1,1,1,
1409489006, 351969, 0.006108, 95.125865, 0.000000, 1, 1,1,1,1,1,1,1,1,
1414933313, 351969, 0.656697, 101.431967, 0.000000, 1, 1,1,1,1,1,1,1,1,
1966017353, 351969, 0.415262, 93.063619, 0.000000, 1, 1,1,1,1,1,1,1,1,
2562536829, 351671, 0.833094, 89.584897, 0.000000, 1, 1,1,1,1,1,1,1,1,
2622032654, 351671, 1.156433, 0.000000, 100.123557, 0, 1,1,1,1,1,1,1,1,
2127544063, 350848, 0.587006, 98.609553, 0.000000, 1, 1,1,1,1,1,1,1,1,
2289054617, 350848, 0.880333, 109.551985, 0.000000, 1, 1,1,1,1,1,1,1,1,
2555376157, 350848, 0.100420, 95.516218, 0.000000, 1, 1,1,1,1,1,1,1,1,
483621450, 350923, 0.379436, 104.829147, 0.000000, 1, 1,1,1,1,1,1,1,1,
2607710776, 350848, 0.364221, 89.728913, 0.000000, 1, 1,1,1,1,1,1,1,1,
3650625858, 350848, 0.944038, 89.458899, 0.000000, 1, 1,1,1,1,1,1,1,1,
706815161, 350923, 0.514063, 88.464115, 0.000000, 1, 1,1,1,1,1,1,1,1,
2971103841, 350923, 1.218471, 0.000000, 95.441870, 0, 1,1,1,1,1,1,1,1,
1049071620, 351455, 1.192362, 0.000000, 96.325204, 0, 1,1,1,1,1,1,1,1,
1006098645, 350880, 0.309723, 85.085390, 0.000000, 1, 1,1,1,1,1,1,1,1,
3011546764, 351223, 0.464849, 94.216485, 0.000000, 1, 1,1,1,1,1,1,1,1,
3489242348, 351223, 0.628654, 78.084689, 0.000000, 1, 1,1,1,1,1,1,1,1,
1903328285, 351223, 0.393924, 83.182907, 0.000000, 1, 1,1,1,1,1,1,1,1,
412585906, 350479, 1.237394, 0.000000, 88.676444, 0, 1,1,1,1,1,1,1,1,
563175051, 350479, 1.281888, 0.000000, 94.192351, 0, 1,1,1,1,1,1,1,1,
879050600, 350479, 1.261522, 0.000000, 80.577698, 0, 1,1,1,1,1,1,1,1,
1299445454, 350880, 0.875925, 107.250975, 0.000000, 1, 1,1,1,1,1,1,1,1,
2588231238, 351969, 0.445221, 88.644612, 0.000000, 1, 1,1,1,1,1,1,1,1,
1807188479, 350923, 0.674706, 157.321704, 0.000000, 1, 1,1,1,1,1,1,0,1,
1971247313, 351894, 0.768217, 108.806008, 0.000000, 1, 1,1,1,1,1,1,1,1,
2111106607, 351894, 1.236753, 0.000000, 98.665990, 0, 1,1,1,1,1,1,1,1,
2880470309, 351894, 1.185089, 0.000000, 101.213952, 0, 1,1,1,1,1,1,1,1,
223109717, 351364, 1.236619, 0.000000, 88.196313, 0, 1,1,1,1,1,1,1,1,
749759967, 351364, 0.794912, 101.111897, 0.000000, 1, 1,1,1,1,1,1,1,1,
1257302149, 351364, 0.994954, 84.398697, 0.000000, 1, 1,1,1,1,1,1,1,1,
1670393701, 351636, 1.283426, 0.000000, 89.279904, 0, 1,1,1,1,1,1,1,1,
1791724146, 351636, 0.565153, 102.494928, 0.000000, 1, 1,1,1,1,1,1,1,1,
2025849020, 351636, 0.690543, 76.846465, 0.000000, 1, 1,1,1,1,1,1,1,1,
