,SherpaFake,SherpaTruth,PoPyFake,PoPyTruth,Zmumu,VV
jet_FT_EFF_Eigen_C_3_1up_global_ineffSF_MV2c10_FixedCutBEff_85,122.91606140136719,10019.517578125,103.16989135742188,11069.892578125,152.5401451587677,164.67233037948608
jet_FT_EFF_Eigen_Light_0_1up_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_Light_0_1up_global_ineffSF_MV2c10_FixedCutBEff_85,123.92591857910156,10110.216796875,104.01902770996094,11159.0244140625,153.6335747241974,166.52208042144775
jet_FT_EFF_Eigen_Light_1_1up_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_Light_1_1up_global_ineffSF_MV2c10_FixedCutBEff_85,122.90485382080078,10020.8974609375,103.20609283447266,11071.595703125,152.53585743904114,164.6848120689392
jet_FT_EFF_Eigen_Light_2_1up_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_Light_2_1up_global_ineffSF_MV2c10_FixedCutBEff_85,122.90206909179688,10017.9033203125,103.17150115966797,11068.0751953125,152.49813771247864,164.6423258781433
jet_FT_EFF_Eigen_Light_3_1up_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_Light_3_1up_global_ineffSF_MV2c10_FixedCutBEff_85,122.9103012084961,10019.6806640625,103.17463684082031,11069.96484375,152.54420399665833,164.6735224723816
jet_FT_EFF_extrapolation_1up_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_extrapolation_1up_global_ineffSF_MV2c10_FixedCutBEff_85,122.89604187011719,10018.6162109375,103.16860961914062,11068.94921875,152.5413200855255,164.61380863189697
jet_FT_EFF_extrapolation_from_charm_1up_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_extrapolation_from_charm_1up_global_ineffSF_MV2c10_FixedCutBEff_85,122.77857971191406,10019.5732421875,103.17576599121094,11069.875,152.54133534431458,164.57730388641357
jet_JET_JvtEfficiency_1up_central_jets_global_effSF_JVT,123.39603424072266,10056.228515625,103.434814453125,11103.814453125,153.04855275154114,165.5108551979065
jet_JET_JvtEfficiency_1up_central_jets_global_ineffSF_JVT,122.54124450683594,9995.439453125,102.95883178710938,11047.4931640625,152.21113514900208,164.0478219985962
jet_JET_fJvtEfficiency_1up_forward_jets_global_effSF_JVT,123.44271087646484,10051.76953125,103.45381164550781,11096.6640625,152.8509819507599,165.41325044631958
jet_JET_fJvtEfficiency_1up_forward_jets_global_ineffSF_JVT,122.66151428222656,9999.83984375,103.17576599121094,11055.1025390625,152.22212147712708,164.16431951522827
tau_0_TAUS_TRUEHADTAU_EFF_RECO_TOTAL_1up_TauEffSF_reco,122.90962219238281,10138.6279296875,103.17576599121094,11201.5322265625,152.54405592381954,166.5571813583374
tau_0_TAUS_TRUEHADTAU_EFF_RECO_TOTAL_1up_TauEffSF_selection,0.0,0.0,0.0,0.0,0.0,0.0
MET_SoftTrk_ResoPara,122.32453918457031,10172.0,108.0848388671875,11207.9736328125,154.0941925048828,166.22817516326904
MET_SoftTrk_ResoPerp,122.80976104736328,10194.896484375,108.83790588378906,11209.638671875,149.28393483161926,165.7941951751709
MET_SoftTrk_Scale_1up,123.257080078125,10181.376953125,110.216064453125,11231.79296875,156.143492937088,166.57396411895752
MUON_ID_1up,123.47150421142578,10029.943359375,101.08280944824219,11066.083984375,152.46362233161926,164.5756950378418
MUON_MS_1up,123.18798828125,10018.3154296875,103.17576599121094,11073.734375,153.01122975349426,164.6903977394104
MUON_SAGITTA_RESBIAS_1up,122.0208740234375,10050.8291015625,106.29214477539062,11084.7587890625,153.33671498298645,164.19822645187378
MUON_SAGITTA_RHO_1up,123.07647705078125,10077.609375,104.69613647460938,11097.7998046875,151.01493763923645,164.46926069259644
MUON_SCALE_1up,122.90667724609375,10008.6953125,103.17576599121094,11056.6591796875,153.07601857185364,164.65548133850098
JET_EtaIntercalibration_NonClosure_2018data_1up,123.6316909790039,10029.5009765625,104.76139068603516,11084.9833984375,152.50419545173645,164.31445455551147
JET_EtaIntercalibration_NonClosure_highE_1up,122.90962219238281,10019.5634765625,103.17576599121094,11070.013671875,152.54133534431458,164.66773128509521
JET_EtaIntercalibration_NonClosure_negEta_1up,123.20538330078125,10020.677734375,103.17576599121094,11072.404296875,152.54133534431458,164.68085384368896
JET_EtaIntercalibration_NonClosure_posEta_1up,122.88206481933594,10019.013671875,103.17576599121094,11070.23046875,152.51486134529114,164.6944398880005
JET_Flavor_Response_1up,121.84638214111328,9982.8544921875,101.15741729736328,11079.7861328125,151.03204345703125,163.72127437591553
JET_GroupedNP_1_1up,106.5225601196289,10054.865234375,106.47091674804688,11135.5849609375,156.20436024665833,164.49065494537354
JET_GroupedNP_2_1up,106.98458862304688,10112.8427734375,107.64997863769531,11176.1953125,155.1998589038849,165.0026650428772
JET_GroupedNP_3_1up,111.35894012451172,10022.830078125,99.53022766113281,11056.0068359375,151.753356218338,164.9449701309204
JET_JER_DataVsMC_MC16_1up,122.11139678955078,10027.0390625,97.267822265625,11001.5595703125,151.24423146247864,164.35190057754517
JET_JER_EffectiveNP_1_1up,102.04107666015625,9843.9462890625,99.36419677734375,10817.26171875,148.5256645679474,162.34121227264404
JET_JER_EffectiveNP_2_1up,99.7547836303711,9877.3974609375,101.56439208984375,10880.8671875,152.21557545661926,162.73970746994019
JET_JER_EffectiveNP_3_1up,102.62446594238281,9928.96484375,103.00455474853516,10924.595703125,151.30181349813938,163.29552841186523
JET_JER_EffectiveNP_4_1up,103.91349792480469,9941.212890625,105.47463989257812,10991.9892578125,153.25849843025208,163.8884449005127
JET_JER_EffectiveNP_5_1up,105.70915222167969,9972.6328125,105.47511291503906,10999.8203125,149.63722157478333,165.0491795539856
JET_JER_EffectiveNP_6_1up,106.99018859863281,9957.2275390625,103.18043518066406,11033.306640625,152.80671620368958,164.5210199356079
JET_JER_EffectiveNP_7restTerm_1up,105.86402893066406,9890.931640625,105.42916107177734,10961.0966796875,150.07166981697083,163.94564151763916
JET_TILECORR_Uncertainty_1up,122.90962219238281,10019.5830078125,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
TAUS_TRUEHADTAU_SME_TES_DETECTOR_1up,122.90962219238281,9879.0166015625,103.17576599121094,10911.6845703125,152.54133534431458,162.03039169311523
TAUS_TRUEHADTAU_SME_TES_INSITUEXP_1up,122.90962219238281,10125.8564453125,103.17576599121094,11167.37890625,152.54133534431458,165.79535579681396
TAUS_TRUEHADTAU_SME_TES_INSITUFIT_1up,122.90962219238281,10190.9501953125,103.17576599121094,11283.7451171875,152.54133534431458,166.87997198104858
TAUS_TRUEHADTAU_SME_TES_MODEL_CLOSURE_1up,122.90962219238281,10062.560546875,103.17576599121094,11111.0546875,152.54133534431458,165.01644039154053
TAUS_TRUEHADTAU_SME_TES_PHYSICSLIST_1up,122.90962219238281,10133.021484375,103.17576599121094,11182.423828125,152.54133534431458,165.7130560874939
muon_0_MUON_EFF_ISO_STAT_1down_MuEffSF_IsoLoose_FixedRad,122.89153289794922,10018.1953125,103.16593933105469,11068.6015625,152.5163283497095,164.63824367523193
muon_0_MUON_EFF_ISO_STAT_1down_MuEffSF_IsoTightTrackOnly_FixedRad,122.86778259277344,10015.759765625,103.15321350097656,11066.0048828125,152.47805501520634,164.59196519851685
muon_0_MUON_EFF_ISO_SYS_1down_MuEffSF_IsoLoose_FixedRad,122.77413940429688,10009.5849609375,103.07770538330078,11059.0908203125,152.407109066844,164.50860500335693
muon_0_MUON_EFF_ISO_SYS_1down_MuEffSF_IsoTightTrackOnly_FixedRad,122.15742492675781,9969.0205078125,102.63995361328125,11012.6201171875,151.9729389846325,163.94254636764526
muon_0_MUON_EFF_RECO_STAT_1down_MuEffSF_Reco_QualMedium,122.8537368774414,10014.9111328125,103.12259674072266,11064.8798828125,152.46835552155972,164.58840894699097
muon_0_MUON_EFF_RECO_STAT_LOWPT_1down_MuEffSF_Reco_QualMedium,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
muon_0_MUON_EFF_RECO_SYS_1down_MuEffSF_Reco_QualMedium,122.75863647460938,10006.1435546875,103.04523468017578,11055.380859375,152.3177243322134,164.4268093109131
muon_0_MUON_EFF_RECO_SYS_LOWPT_1down_MuEffSF_Reco_QualMedium,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
muon_0_MUON_EFF_TTVA_STAT_1down_MuEffSF_TTVA,122.88540649414062,10017.736328125,103.15852355957031,11068.07421875,152.5110446512699,164.63420152664185
muon_0_MUON_EFF_TTVA_SYS_1down_MuEffSF_TTVA,122.88367462158203,10017.6953125,103.16099548339844,11068.02734375,152.50646606087685,164.63084173202515
muon_0_MUON_EFF_TrigStatUncertainty_1down_MuEffSF_HLT_mu20_iloose_L1MU15_OR_HLT_mu50_QualMedium,122.88616180419922,10016.416015625,103.14112854003906,11067.046875,152.50819325447083,164.62020206451416
muon_0_MUON_EFF_TrigStatUncertainty_1down_MuEffSF_HLT_mu26_ivarmedium_OR_HLT_mu50_QualMedium,122.5052490234375,9986.3271484375,102.83499145507812,11033.34765625,152.00602521002293,164.12808847427368
muon_0_MUON_EFF_TrigSystUncertainty_1down_MuEffSF_HLT_mu20_iloose_L1MU15_OR_HLT_mu50_QualMedium,122.84139251708984,10012.6337890625,103.03030395507812,11062.90234375,152.4842369556427,164.53112936019897
muon_0_MUON_EFF_TrigSystUncertainty_1down_MuEffSF_HLT_mu26_ivarmedium_OR_HLT_mu50_QualMedium,122.24598693847656,9963.64453125,102.61547088623047,11008.123046875,151.70886404812336,163.74917936325073
jet_FT_EFF_Eigen_B_0_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_B_0_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.94152069091797,10024.20703125,103.27780151367188,11076.328125,152.56738209724426,164.76458501815796
jet_FT_EFF_Eigen_B_1_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_B_1_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.89812469482422,10019.103515625,103.17214965820312,11069.8037109375,152.55351185798645,164.65869855880737
jet_FT_EFF_Eigen_B_2_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_B_2_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.9579849243164,10024.2763671875,103.33195495605469,11077.103515625,152.55355763435364,164.74877834320068
jet_FT_EFF_Eigen_C_0_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_C_0_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.52790069580078,9988.7626953125,103.03399658203125,11040.142578125,152.12593007087708,163.22450876235962
jet_FT_EFF_Eigen_C_1_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_C_1_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.79479217529297,10009.1611328125,103.08662414550781,11058.6875,152.4462730884552,164.21147775650024
jet_FT_EFF_Eigen_C_2_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_C_2_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.91554260253906,10020.970703125,103.1778564453125,11071.2490234375,152.6003258228302,164.7474980354309
jet_FT_EFF_Eigen_C_3_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_C_3_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.90316772460938,10019.654296875,103.181640625,11070.1328125,152.5425102710724,164.66226243972778
jet_FT_EFF_Eigen_Light_0_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_Light_0_1down_global_ineffSF_MV2c10_FixedCutBEff_85,121.89961242675781,9929.55859375,102.33601379394531,10981.419921875,151.45349049568176,162.83063125610352
jet_FT_EFF_Eigen_Light_1_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_Light_1_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.91442108154297,10018.2763671875,103.14544677734375,11068.427734375,152.54682850837708,164.6498727798462
jet_FT_EFF_Eigen_Light_2_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_Light_2_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.91719818115234,10021.2666015625,103.18003845214844,11071.9501953125,152.58456349372864,164.69228410720825
jet_FT_EFF_Eigen_Light_3_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_Eigen_Light_3_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.90896606445312,10019.490234375,103.17688751220703,11070.05859375,152.53842091560364,164.66113424301147
jet_FT_EFF_extrapolation_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_extrapolation_1down_global_ineffSF_MV2c10_FixedCutBEff_85,122.92320251464844,10020.552734375,103.18292236328125,11071.078125,152.54135060310364,164.72096872329712
jet_FT_EFF_extrapolation_from_charm_1down_global_effSF_MV2c10_FixedCutBEff_85,122.90962219238281,10019.5849609375,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
jet_FT_EFF_extrapolation_from_charm_1down_global_ineffSF_MV2c10_FixedCutBEff_85,123.04066467285156,10019.595703125,103.17576599121094,11070.15234375,152.54133534431458,164.75754833221436
jet_JET_JvtEfficiency_1down_central_jets_global_effSF_JVT,122.42495727539062,9983.0732421875,102.91693115234375,11036.2998046875,152.03541493415833,163.82782173156738
jet_JET_JvtEfficiency_1down_central_jets_global_ineffSF_JVT,123.2356185913086,10041.515625,103.37594604492188,11090.189453125,152.8327934741974,165.22749280929565
jet_JET_fJvtEfficiency_1down_forward_jets_global_effSF_JVT,122.37765502929688,9987.5390625,102.90058135986328,11043.4384765625,152.2328941822052,163.92743349075317
jet_JET_fJvtEfficiency_1down_forward_jets_global_ineffSF_JVT,123.1590576171875,10039.3955078125,103.17576599121094,11084.923828125,152.86056447029114,165.17767190933228
tau_0_TAUS_TRUEHADTAU_EFF_RECO_TOTAL_1down_TauEffSF_reco,122.90962219238281,9900.5458984375,103.17576599121094,10938.4921875,152.5386147648096,162.77745723724365
tau_0_TAUS_TRUEHADTAU_EFF_RECO_TOTAL_1down_TauEffSF_selection,0.0,0.0,0.0,0.0,0.0,0.0
MET_SoftTrk_Scale_1down,117.86703491210938,9892.986328125,99.59617614746094,10950.2080078125,149.65833973884583,163.30640840530396
MUON_ID_1down,122.80691528320312,10015.439453125,103.17576599121094,11071.419921875,152.06794667243958,164.58150720596313
MUON_MS_1down,122.91471862792969,10038.796875,103.60186767578125,11073.9833984375,152.2562096118927,164.53267908096313
MUON_SAGITTA_RESBIAS_1down,122.0208740234375,10050.3876953125,106.29214477539062,11084.7587890625,153.06906056404114,164.18647718429565
MUON_SAGITTA_RHO_1down,123.07647705078125,10076.08984375,104.69613647460938,11097.794921875,151.01493763923645,164.46926069259644
MUON_SCALE_1down,123.16740417480469,10051.2412109375,103.17576599121094,11086.1591796875,152.40009999275208,164.58025598526
JET_EtaIntercalibration_NonClosure_2018data_1down,121.30558776855469,10015.9609375,106.15101623535156,11066.72265625,151.91741943359375,164.51359462738037
JET_EtaIntercalibration_NonClosure_highE_1down,122.90962219238281,10019.5517578125,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
JET_EtaIntercalibration_NonClosure_negEta_1down,122.90974426269531,10016.15234375,103.17576599121094,11070.505859375,152.5413200855255,164.68704843521118
JET_EtaIntercalibration_NonClosure_posEta_1down,122.90965270996094,10019.4052734375,103.17576599121094,11065.7900390625,152.51933217048645,164.71939897537231
JET_Flavor_Response_1down,107.54010009765625,10071.69921875,107.98397827148438,11128.677734375,154.04125905036926,165.29367685317993
JET_GroupedNP_1_1down,114.7212142944336,9826.3212890625,104.1899642944336,11034.921875,150.46835327148438,162.75780725479126
JET_GroupedNP_2_1down,115.98824310302734,9792.4443359375,104.15642547607422,11003.328125,146.7696990966797,162.3405361175537
JET_GroupedNP_3_1down,121.48934173583984,10022.140625,103.38482666015625,11054.421875,153.013916015625,164.5357894897461
JET_JER_DataVsMC_MC16_1down,122.11139678955078,10027.0390625,97.267822265625,11001.5595703125,151.24423146247864,164.35190057754517
JET_JER_EffectiveNP_1_1down,102.04107666015625,9843.9462890625,99.36419677734375,10817.26171875,148.5256645679474,162.34121227264404
JET_JER_EffectiveNP_2_1down,99.7547836303711,9877.3974609375,101.56439208984375,10880.8671875,152.21557545661926,162.73970746994019
JET_JER_EffectiveNP_3_1down,102.62446594238281,9928.96484375,103.00455474853516,10924.595703125,151.30181349813938,163.29552841186523
JET_JER_EffectiveNP_4_1down,103.91349792480469,9941.212890625,105.47463989257812,10991.9892578125,153.25849843025208,163.8884449005127
JET_JER_EffectiveNP_5_1down,105.70915222167969,9972.6328125,105.47511291503906,10999.8203125,149.63722157478333,165.0491795539856
JET_JER_EffectiveNP_6_1down,106.99018859863281,9957.2275390625,103.18043518066406,11033.306640625,152.80671620368958,164.5210199356079
JET_JER_EffectiveNP_7restTerm_1down,105.86402893066406,9890.931640625,105.42916107177734,10961.0966796875,150.07166981697083,163.94564151763916
JET_TILECORR_Uncertainty_1down,122.90962219238281,10019.5830078125,103.17576599121094,11070.013671875,152.54133534431458,164.66730403900146
TAUS_TRUEHADTAU_SME_TES_DETECTOR_1down,123.4749526977539,10147.748046875,103.17576599121094,11269.1611328125,152.54133534431458,167.64240169525146
TAUS_TRUEHADTAU_SME_TES_INSITUEXP_1down,122.90962219238281,9919.634765625,103.17576599121094,10980.8681640625,152.54133534431458,163.72240352630615
TAUS_TRUEHADTAU_SME_TES_INSITUFIT_1down,122.90962219238281,9832.123046875,103.17576599121094,10908.96875,152.54133534431458,162.83985042572021
TAUS_TRUEHADTAU_SME_TES_MODEL_CLOSURE_1down,122.90962219238281,9976.4287109375,103.17576599121094,11055.4326171875,152.54133534431458,164.61173152923584
TAUS_TRUEHADTAU_SME_TES_PHYSICSLIST_1down,123.4749526977539,9907.365234375,103.17576599121094,10990.056640625,152.54133534431458,163.9277105331421
