,SherpaFake,SherpaTruth,PoPyFake,PoPyTruth,Zmumu,VV
muon_0_MUON_EFF_ISO_STAT_1up_MuEffSF_IsoLoose_FixedRad,2.524198055267334,2978.989013671875,0.0,3042.99609375,1.0216511487960815,41.75401400029659
muon_0_MUON_EFF_ISO_STAT_1up_MuEffSF_IsoTightTrackOnly_FixedRad,2.524336099624634,2979.62841796875,0.0,3043.73046875,1.0217427015304565,41.7673594802618
muon_0_MUON_EFF_ISO_SYS_1up_MuEffSF_IsoLoose_FixedRad,2.5256636142730713,2981.656005859375,0.0,3045.6494140625,1.0224971771240234,41.785974353551865
muon_0_MUON_EFF_ISO_SYS_1up_MuEffSF_IsoTightTrackOnly_FixedRad,2.5351715087890625,2994.527587890625,0.0,3058.318115234375,1.0280930995941162,41.92213973402977
muon_0_MUON_EFF_RECO_STAT_1up_MuEffSF_Reco_QualMedium,2.524914264678955,2980.070068359375,0.0,3043.99560546875,1.02189040184021,41.76634415984154
muon_0_MUON_EFF_RECO_STAT_LOWPT_1up_MuEffSF_Reco_QualMedium,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
muon_0_MUON_EFF_RECO_SYS_1up_MuEffSF_Reco_QualMedium,2.527264356613159,2982.541748046875,0.0,3046.709716796875,1.0227385759353638,41.80864994227886
muon_0_MUON_EFF_RECO_SYS_LOWPT_1up_MuEffSF_Reco_QualMedium,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
muon_0_MUON_EFF_TTVA_STAT_1up_MuEffSF_TTVA,2.5243706703186035,2979.13232421875,0.0,3043.128662109375,1.0217043161392212,41.75499002635479
muon_0_MUON_EFF_TTVA_SYS_1up_MuEffSF_TTVA,2.5243475437164307,2979.168212890625,0.0,3043.214599609375,1.021767258644104,41.75635313987732
muon_0_MUON_EFF_TrigStatUncertainty_1up_MuEffSF_HLT_mu20_iloose_L1MU15_OR_HLT_mu50_QualMedium,2.5238802433013916,2979.50244140625,0.0,3043.365234375,1.0215680599212646,41.75883038341999
muon_0_MUON_EFF_TrigStatUncertainty_1up_MuEffSF_HLT_mu26_ivarmedium_OR_HLT_mu50_QualMedium,2.53548526763916,2988.559326171875,0.0,3052.6767578125,1.0241458415985107,41.88516655564308
muon_0_MUON_EFF_TrigSystUncertainty_1up_MuEffSF_HLT_mu20_iloose_L1MU15_OR_HLT_mu50_QualMedium,2.5238802433013916,2981.300048828125,0.0,3044.658935546875,1.0215680599212646,41.776076808571815
muon_0_MUON_EFF_TrigSystUncertainty_1up_MuEffSF_HLT_mu26_ivarmedium_OR_HLT_mu50_QualMedium,2.536442279815674,2995.05908203125,0.0,3059.57177734375,1.0269643068313599,41.9830376803875
jet_FT_EFF_Eigen_B_0_1up_global_effSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
jet_FT_EFF_Eigen_B_0_1up_global_ineffSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2976.90478515625,0.0,3041.11474609375,1.0215680599212646,41.71227186918259
jet_FT_EFF_Eigen_B_1_1up_global_effSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
jet_FT_EFF_Eigen_B_1_1up_global_ineffSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.7197265625,0.0,3042.94921875,1.0215680599212646,41.748309314250946
jet_FT_EFF_Eigen_B_2_1up_global_effSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
jet_FT_EFF_Eigen_B_2_1up_global_ineffSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2977.063232421875,0.0,3041.616943359375,1.0215680599212646,41.72144240140915
jet_FT_EFF_Eigen_C_0_1up_global_effSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
jet_FT_EFF_Eigen_C_0_1up_global_ineffSF_MV2c10_FixedCutBEff_85,2.5508368015289307,2987.595947265625,0.0,3051.67041015625,1.029044270515442,42.1069940328598
jet_FT_EFF_Eigen_C_1_1up_global_effSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
jet_FT_EFF_Eigen_C_1_1up_global_ineffSF_MV2c10_FixedCutBEff_85,2.5340874195098877,2981.384521484375,0.0,3045.4228515625,1.0236337184906006,41.850694328546524
jet_FT_EFF_Eigen_C_2_1up_global_effSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
jet_FT_EFF_Eigen_C_2_1up_global_ineffSF_MV2c10_FixedCutBEff_85,2.5150272846221924,2978.131103515625,0.0,3042.02490234375,1.0194506645202637,41.72444134950638
jet_FT_EFF_Eigen_C_3_1up_global_effSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
jet_FT_EFF_Eigen_C_3_1up_global_ineffSF_MV2c10_FixedCutBEff_85,2.5244741439819336,2978.629638671875,0.0,3042.56201171875,1.020932674407959,41.74773666262627
jet_FT_EFF_Eigen_Light_0_1up_global_effSF_MV2c10_FixedCutBEff_85,2.5238802433013916,2978.584228515625,0.0,3042.580322265625,1.0215680599212646,41.74687498807907
